acX,acY,acZ,gyX,gyY,gyZ,Akselerasi,time
1.08,3.99,0.47,43.27,10.32,496.66,4.160216340528459,10:29:51
1.06,3.95,0.49,492.9,480.71,1.03,4.119004734156056,10:29:52
1.22,3.98,0.45,483.79,2.81,3.47,4.18703952692114,10:29:52
1.25,0.04,0.47,495.9,495.74,493.47,1.3360389215887387,10:29:53
0.99,0.06,0.43,486.1,-1.48,489.64,1.0810180387024075,10:29:53
1.22,0.02,0.47,487.36,-1.39,492.1,1.3075549701637785,10:29:54
0.87,3.93,0.49,484.75,9.12,495.55,4.054861279994669,10:29:54
1.1,0.03,0.5,23.86,4.22,8.08,1.20867696263311,10:29:55
1.28,3.99,0.53,7.92,6.43,2.44,4.223671388732793,10:29:55
0.92,0.02,0.5,491.33,0.44,496.22,1.0472821969268837,10:29:55
0.93,0.03,0.56,498.01,496.67,2.66,1.0860018416190647,10:29:55
1.02,0.02,0.45,498.98,495.75,6.36,1.1150336317797773,10:29:56
1.08,0.02,0.49,5.11,497.24,4.06,1.1861281549647154,10:29:56
1.36,0.09,0.49,491.47,5.13,495.44,1.4483784035948617,10:29:57
0.96,0.04,0.51,6.21,497.57,3.67,1.0877959367454908,10:29:57
0.98,3.97,0.51,447.72,15.94,481.01,4.120849426999245,10:29:58
1.11,0.04,0.63,460.07,6.9,469.8,1.276949489995591,10:29:58
1.39,4.0,0.4,11.31,7.46,21.62,4.2534809274287335,10:29:59
1.28,3.9,0.59,473.65,14.2,495.78,4.146866286727846,10:29:59
1.04,0.25,0.69,460.37,436.45,478.65,1.2728707711311467,10:30:00
1.21,0.1,0.61,484.35,469.49,474.36,1.3587494250228775,10:30:00
1.4,3.98,0.54,499.86,0.19,500.42,4.2534691723345075,10:30:01
0.97,0.07,0.37,483.62,14.84,496.84,1.0405287117614774,10:30:01
1.06,3.93,0.49,499.23,25.73,8.44,4.09982926473774,10:30:02
1.08,0.16,0.37,500.09,468.57,490.76,1.1527792503337315,10:30:02
0.81,3.92,0.48,469.64,472.17,494.7,4.031488558832828,10:30:03
1.36,3.87,0.81,8.36,0.52,10.61,4.1812199176795275,10:30:03
1.36,0.21,0.4,496.06,1.82,499.9,1.4330736198814074,10:30:04
1.31,3.94,0.46,4.75,491.2,1.29,4.177475314110186,10:30:04
0.86,0.13,0.38,38.37,4.94,16.21,0.9491575211733825,10:30:04
1.0,0.02,0.42,48.26,38.38,11.05,1.0848041297856492,10:30:04
1.26,0.18,0.35,15.17,457.87,13.86,1.3200378782444087,10:30:05
1.03,0.17,0.52,41.2,487.59,30.72,1.1662761251093154,10:30:05
1.61,3.99,0.55,497.51,0.84,499.71,4.337591497594028,10:30:06
1.45,3.99,0.55,43.46,10.71,497.14,4.280782638723905,10:30:06
1.24,3.95,0.58,493.02,480.82,1.51,4.1804904018547875,10:30:07
1.3,3.98,0.47,484.09,2.91,3.83,4.213229165378974,10:30:07
1.29,0.04,0.5,496.07,495.85,493.73,1.3840881474819442,10:30:08
1.47,0.06,0.48,486.19,-1.0,489.88,1.5475464451834717,10:30:08
